"","Date_time","Mean Temperature","Year","Season","Hatchery Summer Steelhead","Wild Summer Steelhead","Summer Steelhead RM","Summer Steelhead LM","Hatchery Spring Chinook","Wild Spring Chinook","Spring Chinook RM","Spring Chinook LM","No Mark Sockeye","Sockeye RM","Sockeye LM","Fall Chinook","Bull Trout","Rainbow Trout","Total","Month"
"206",2015-05-08,12.6,2015,"Spring",NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,1,6,"May"
"207",2015-05-11,12.2,2015,"Spring",NA,1,NA,NA,13,1,2,1,NA,NA,NA,NA,NA,6,24,"May"
"208",2015-05-13,12.1,2015,"Spring",NA,NA,NA,NA,8,NA,3,NA,NA,NA,NA,NA,NA,NA,11,"May"
"209",2015-05-15,12,2015,"Spring",NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,4,11,"May"
"210",2015-05-18,11.9,2015,"Spring",NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,4,12,"May"
"211",2015-05-20,11.9,2015,"Spring",NA,NA,NA,NA,20,1,6,NA,NA,NA,NA,NA,NA,5,32,"May"
"212",2015-05-22,12.1,2015,"Spring",NA,NA,NA,NA,15,2,2,2,NA,NA,NA,NA,NA,10,31,"May"
"213",2015-05-24,12.4,2015,"Spring",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,"May"
"214",2015-05-26,12.4,2015,"Spring",NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,5,12,"May"
"215",2015-05-27,12.5,2015,"Spring",NA,NA,NA,NA,14,2,1,NA,NA,NA,NA,NA,NA,3,20,"May"
"216",2015-05-29,13,2015,"Spring",NA,NA,NA,NA,25,5,3,NA,NA,NA,NA,NA,NA,1,34,"May"
"217",2015-06-01,13.9,2015,"Spring",NA,NA,NA,NA,40,NA,2,3,NA,NA,NA,NA,NA,3,48,"June"
"218",2015-06-03,13.6,2015,"Spring",NA,NA,NA,NA,31,NA,1,NA,NA,NA,NA,NA,1,13,46,"June"
"219",2015-06-05,13.8,2015,"Spring",NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,22,35,"June"
"220",2015-06-08,13.2,2015,"Spring",NA,NA,NA,NA,30,2,1,1,NA,NA,NA,NA,NA,6,40,"June"
"221",2015-06-10,13.2,2015,"Spring",NA,NA,NA,NA,15,3,1,NA,NA,NA,NA,NA,NA,6,25,"June"
"222",2015-06-12,12.8,2015,"Spring",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,6,13,"June"
"223",2015-06-15,13,2015,"Spring",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,7,22,"June"
"224",2015-06-17,13.1,2015,"Spring",NA,NA,NA,NA,26,1,NA,NA,NA,NA,NA,NA,1,7,35,"June"
"225",2015-06-19,13.3,2015,"Spring",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,1,16,"June"
"226",2015-06-22,13.7,2015,"Summer",NA,NA,NA,NA,39,2,3,NA,NA,NA,NA,1,NA,5,50,"June"
"227",2015-06-24,14.1,2015,"Summer",NA,NA,NA,NA,18,4,NA,NA,NA,NA,NA,NA,NA,1,23,"June"
"228",2015-06-26,14.4,2015,"Summer",NA,1,NA,NA,43,3,NA,2,NA,NA,NA,NA,1,10,60,"June"
"229",2015-06-29,14.7,2015,"Summer",NA,NA,NA,NA,74,8,NA,1,NA,NA,NA,NA,NA,1,84,"June"
"230",2015-07-01,14.9,2015,"Summer",NA,NA,NA,NA,37,10,NA,1,NA,NA,NA,1,1,2,52,"July"
"231",2015-07-02,15,2015,"Summer",NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,2,15,"July"
"232",2015-07-06,15,2015,"Summer",NA,NA,NA,NA,64,6,NA,2,NA,NA,NA,2,3,1,78,"July"
"233",2015-07-08,15.4,2015,"Summer",NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,NA,1,4,40,"July"
"234",2015-07-10,14.7,2015,"Summer",NA,NA,NA,NA,31,3,1,NA,NA,NA,NA,NA,NA,12,47,"July"
"235",2015-07-13,13.6,2015,"Summer",NA,NA,NA,NA,20,5,NA,NA,NA,NA,NA,NA,1,1,27,"July"
"236",2015-07-15,13.3,2015,"Summer",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,1,2,20,"July"
"237",2015-07-17,12.7,2015,"Summer",NA,NA,NA,NA,17,4,NA,NA,NA,NA,NA,NA,2,2,25,"July"
"238",2015-07-20,12.6,2015,"Summer",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5,11,"July"
"239",2015-07-22,12.7,2015,"Summer",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,11,"July"
"240",2015-07-24,12.7,2015,"Summer",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,3,18,"July"
"241",2015-07-27,12.6,2015,"Summer",NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,8,"July"
"242",2015-07-31,13.3,2015,"Summer",NA,NA,NA,NA,16,4,NA,NA,NA,1,NA,NA,1,NA,22,"July"
"243",2015-08-03,13.3,2015,"Summer",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,8,"August"
"244",2015-08-05,13.4,2015,"Summer",NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,2,NA,18,"August"
"245",2015-08-07,13.3,2015,"Summer",NA,NA,NA,NA,25,4,1,1,NA,NA,NA,NA,1,3,35,"August"
"246",2015-08-10,13.3,2015,"Summer",NA,NA,NA,NA,19,4,NA,NA,1,NA,NA,NA,1,NA,25,"August"
"247",2015-08-12,13.5,2015,"Summer",1,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,1,3,16,"August"
"248",2015-08-14,13.4,2015,"Summer",NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,2,9,"August"
"249",2015-08-17,13.5,2015,"Summer",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"August"
"250",2015-08-19,13.6,2015,"Summer",2,NA,NA,NA,25,4,NA,NA,NA,NA,NA,NA,NA,NA,31,"August"
"251",2015-08-21,13.5,2015,"Summer",1,NA,NA,NA,15,5,NA,NA,4,NA,1,NA,2,NA,28,"August"
"252",2015-08-24,13.4,2015,"Summer",NA,NA,NA,NA,23,3,NA,NA,2,NA,2,NA,1,NA,31,"August"
"253",2015-08-26,13.2,2015,"Summer",NA,NA,NA,NA,3,2,NA,NA,4,2,NA,NA,NA,1,12,"August"
"254",2015-08-28,13.1,2015,"Summer",NA,NA,NA,NA,24,2,NA,NA,2,NA,1,NA,1,NA,30,"August"
"255",2015-08-31,13,2015,"Summer",NA,NA,NA,NA,11,3,NA,NA,3,NA,NA,NA,NA,NA,17,"August"
"256",2015-09-02,13.2,2015,"Summer",NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,5,"September"
"257",2015-09-04,13.1,2015,"Summer",NA,NA,NA,NA,9,5,NA,NA,1,NA,1,1,NA,1,18,"September"
"258",2015-09-09,13.3,2015,"Summer",NA,NA,NA,NA,2,1,NA,NA,2,NA,1,NA,NA,NA,6,"September"
"259",2015-09-11,13.3,2015,"Summer",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,"September"
"260",2015-09-14,13.3,2015,"Summer",2,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,6,"September"
"261",2015-09-16,13.3,2015,"Summer",2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,"September"
"262",2015-09-18,13.3,2015,"Summer",3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"September"
"263",2015-09-21,13.4,2015,"Summer",3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,"September"
"264",2015-09-23,13.4,2015,"Fall",5,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,2,11,"September"
"265",2015-09-25,13.4,2015,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,15,"September"
"266",2015-09-28,13.3,2015,"Fall",17,NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,7,29,"September"
"267",2015-09-30,13.2,2015,"Fall",13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,4,24,"September"
"268",2015-10-02,13.2,2015,"Fall",13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,20,"October"
"269",2015-10-03,13,2015,"Fall",14,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,4,28,"October"
"270",2015-10-05,13.1,2015,"Fall",13,NA,NA,1,NA,NA,NA,NA,3,NA,NA,2,NA,5,24,"October"
"271",2015-10-05,13.1,2015,"Fall",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,9,50,"October"
"272",2015-10-06,13.1,2015,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,3,9,"October"
"273",2015-10-07,13,2015,"Fall",6,NA,NA,1,NA,4,NA,NA,NA,NA,NA,2,NA,5,18,"October"
"274",2015-10-09,13.1,2015,"Fall",14,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,16,NA,NA,33,"October"
"275",2015-10-10,13.1,2015,"Fall",21,NA,NA,1,NA,NA,NA,NA,5,NA,NA,1,NA,2,30,"October"
"276",2015-10-12,13.1,2015,"Fall",24,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,7,34,"October"
"277",2015-10-12,13.1,2015,"Fall",33,NA,1,1,NA,NA,NA,NA,NA,NA,NA,29,NA,16,80,"October"
"278",2015-10-14,13,2015,"Fall",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,26,"October"
"279",2015-10-14,13,2015,"Fall",33,2,NA,2,NA,NA,NA,NA,NA,NA,NA,19,NA,19,75,"October"
"280",2015-10-16,12.8,2015,"Fall",13,2,NA,1,NA,NA,NA,NA,NA,NA,NA,21,NA,9,46,"October"
"281",2015-10-17,12.8,2015,"Fall",24,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,6,36,"October"
"282",2015-10-19,12.7,2015,"Fall",26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,NA,7,58,"October"
"283",2015-10-19,12.7,2015,"Fall",75,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,27,NA,14,117,"October"
"284",2015-10-21,12.6,2015,"Fall",13,1,1,1,NA,NA,NA,NA,NA,NA,NA,16,1,6,39,"October"
"285",2015-10-21,12.6,2015,"Fall",31,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,11,61,"October"
"286",2015-10-23,12.5,2015,"Fall",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,11,92,"October"
"287",2015-10-24,12.5,2015,"Fall",82,NA,3,NA,NA,NA,NA,NA,1,NA,NA,45,NA,8,139,"October"
"288",2015-10-26,12.4,2015,"Fall",32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,4,79,"October"
"289",2015-10-26,12.4,2015,"Fall",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,7,81,"October"
"290",2015-10-28,12.2,2015,"Fall",18,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,3,29,"October"
"291",2015-10-28,12.2,2015,"Fall",50,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,48,NA,10,112,"October"
"292",2015-10-30,12.2,2015,"Fall",37,NA,1,1,NA,NA,NA,NA,NA,NA,NA,24,1,10,74,"October"
"293",2015-10-31,12.3,2015,"Fall",43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,13,73,"October"
"294",2015-11-02,11.9,2015,"Fall",79,1,1,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,17,154,"November"
"295",2015-11-02,11.9,2015,"Fall",75,2,NA,1,NA,NA,NA,NA,NA,NA,NA,80,1,3,162,"November"
"296",2015-11-03,11.8,2015,"Fall",21,NA,2,1,NA,NA,NA,NA,1,NA,NA,22,NA,13,60,"November"
"297",2015-11-04,11.6,2015,"Fall",18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,34,"November"
"298",2015-11-04,11.6,2015,"Fall",28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,9,85,"November"
"299",2015-11-06,11.6,2015,"Fall",31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,10,81,"November"
"300",2015-11-07,11.7,2015,"Fall",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,6,80,"November"
"301",2015-11-09,11.7,2015,"Fall",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,11,124,"November"
"302",2015-11-09,11.7,2015,"Fall",35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,68,NA,21,125,"November"
"303",2015-11-10,11.6,2015,"Fall",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,"November"
"304",2015-11-11,11.5,2015,"Fall",15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,7,57,"November"
"305",2015-11-13,11.4,2015,"Fall",43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,15,141,"November"
"306",2015-11-14,11.4,2015,"Fall",62,NA,1,1,NA,NA,NA,NA,NA,NA,NA,93,NA,19,176,"November"
"307",2015-11-15,11.2,2015,"Fall",28,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11,NA,7,47,"November"
"308",2015-11-16,11,2015,"Fall",20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,32,"November"
"309",2015-11-16,11,2015,"Fall",24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,87,NA,15,128,"November"
"310",2015-11-18,10.8,2015,"Fall",47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,11,76,"November"
"311",2015-11-18,10.8,2015,"Fall",16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,66,NA,11,96,"November"
"312",2015-11-20,10.6,2015,"Fall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,13,104,"November"
"313",2015-11-21,10.6,2015,"Fall",31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,5,84,"November"
"314",2015-11-23,10.4,2015,"Fall",21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,2,50,"November"
"315",2015-11-23,10.4,2015,"Fall",73,1,1,1,NA,NA,NA,NA,NA,NA,NA,117,NA,17,210,"November"
"316",2015-11-24,10.2,2015,"Fall",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,3,55,"November"
"317",2015-11-25,10,2015,"Fall",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,1,59,"November"
"318",2015-11-25,10,2015,"Fall",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,6,66,"November"
"319",2015-11-27,9.4,2015,"Fall",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,1,35,"November"
"320",2015-11-28,9.2,2015,"Fall",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,6,52,"November"
"321",2015-11-30,8.7,2015,"Fall",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,7,85,"November"
"322",2015-12-04,8.8,2015,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,3,68,"December"
"323",2015-12-07,8.9,2015,"Fall",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,4,58,"December"
"324",2015-12-09,9.1,2015,"Fall",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,22,80,"December"
"325",2015-12-11,9,2015,"Fall",63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,22,113,"December"
"326",2015-12-14,8.7,2015,"Fall",91,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,38,152,"December"
"327",2015-12-16,8.5,2015,"Fall",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,12,76,"December"
"328",2015-12-18,8.2,2015,"Fall",84,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,6,107,"December"
"329",2015-12-21,8.2,2015,"Winter",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,26,"December"
"330",2015-12-24,8,2015,"Winter",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,7,41,"December"
"331",2015-12-28,7.7,2015,"Winter",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,7,49,"December"
"332",2015-12-30,7.3,2015,"Winter",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,5,33,"December"
"333",2016-01-04,6.8,2016,"Winter",32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,60,"January"
"334",2016-01-06,6.7,2016,"Winter",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,23,"January"
"335",2016-01-08,6.7,2016,"Winter",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,12,39,"January"
"336",2016-01-11,6.7,2016,"Winter",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,5,55,"January"
"337",2016-01-13,6.9,2016,"Winter",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,11,35,"January"
"338",2016-01-15,6.7,2016,"Winter",38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,15,57,"January"
"339",2016-01-18,6.9,2016,"Winter",35,NA,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,18,60,"January"
"340",2016-01-20,6.9,2016,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,33,"January"
"341",2016-01-22,7.2,2016,"Winter",88,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,47,141,"January"
"342",2016-01-25,7.3,2016,"Winter",96,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,46,146,"January"
"343",2016-01-27,7.1,2016,"Winter",62,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,17,85,"January"
"344",2016-01-29,7.3,2016,"Winter",40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11,55,"January"
"345",2016-02-01,7.2,2016,"Winter",40,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,29,72,"February"
"346",2016-02-03,7.1,2016,"Winter",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,48,"February"
"347",2016-02-05,6.9,2016,"Winter",30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,44,"February"
"348",2016-02-08,7.3,2016,"Winter",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,41,"February"
"349",2016-02-10,7.2,2016,"Winter",34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,46,"February"
"350",2016-02-12,7.1,2016,"Winter",34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,45,"February"
"351",2016-02-15,7.5,2016,"Winter",33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,48,"February"
"352",2016-02-17,8.2,2016,"Winter",68,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,34,106,"February"
"353",2016-02-19,8.1,2016,"Winter",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,27,67,"February"
"354",2016-02-22,7.7,2016,"Winter",55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,90,"February"
"355",2016-02-24,7.6,2016,"Winter",14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,26,"February"
"356",2016-02-26,7.3,2016,"Winter",12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,29,"February"
"357",2016-02-29,7.3,2016,"Winter",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,29,"February"
"358",2016-03-02,7.6,2016,"Winter",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,"March"
"359",2016-03-04,8,2016,"Winter",23,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,42,"March"
"360",2016-03-07,8.1,2016,"Winter",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,19,"March"
"361",2016-03-09,8.1,2016,"Winter",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,"March"
"362",2016-03-11,8,2016,"Winter",40,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,61,"March"
"363",2016-03-14,7.8,2016,"Winter",6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19,"March"
"364",2016-03-16,8,2016,"Winter",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,"March"
"365",2016-03-18,7.8,2016,"Winter",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,"March"
"366",2016-03-21,7.9,2016,"Spring",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,12,"March"
"367",2016-03-23,8,2016,"Spring",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,"March"
"368",2016-03-25,8.6,2016,"Spring",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,17,"March"
"369",2016-03-28,8.4,2016,"Spring",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,43,"March"
"370",2016-03-30,8.9,2016,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,"March"
"371",2016-04-04,9.7,2016,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"April"
"372",2016-04-06,10.4,2016,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,"April"
"373",2016-04-08,10.6,2016,"Spring",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,"April"
"374",2016-04-11,11.1,2016,"Spring",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,"April"
"375",2016-04-13,11.3,2016,"Spring",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"April"
"376",2016-04-15,11.9,2016,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"April"
"377",2016-04-18,11.5,2016,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"April"
"378",2016-04-20,11.5,2016,"Spring",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,"April"
"379",2016-04-25,12.1,2016,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"April"
"380",2016-05-02,12.3,2016,"Spring",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"May"
"381",2016-05-04,12.1,2016,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"May"
"382",2016-05-06,12.6,2016,"Spring",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"May"
"383",2016-05-09,12.3,2016,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,"May"
"384",2016-05-13,13.6,2016,"Spring",NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,5,8,"May"
"385",2016-05-16,13,2016,"Spring",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,8,"May"
"386",2016-05-18,12.7,2016,"Spring",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,8,"May"
"387",2016-05-20,12.7,2016,"Spring",NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,8,12,"May"
"388",2016-05-23,13,2016,"Spring",NA,NA,NA,NA,7,1,1,NA,NA,NA,NA,NA,NA,7,16,"May"
"389",2016-05-25,13.4,2016,"Spring",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,9,19,"May"
"390",2016-05-27,13.1,2016,"Spring",NA,NA,NA,NA,19,2,5,NA,NA,NA,NA,NA,NA,5,31,"May"
"391",2016-05-31,13.1,2016,"Spring",NA,NA,NA,NA,26,NA,4,NA,NA,NA,NA,NA,NA,18,48,"May"
"392",2016-06-01,13.2,2016,"Spring",NA,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,9,26,"June"
"393",2016-06-03,13.6,2016,"Spring",NA,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,NA,13,23,"June"
"394",2016-06-06,14,2016,"Spring",NA,NA,NA,NA,20,1,2,2,NA,NA,NA,NA,NA,34,59,"June"
"395",2016-06-08,13.9,2016,"Spring",NA,NA,NA,NA,49,1,5,1,NA,NA,NA,NA,NA,14,70,"June"
"396",2016-06-10,14.4,2016,"Spring",NA,NA,NA,NA,28,3,2,NA,NA,NA,NA,NA,NA,NA,33,"June"
"397",2016-06-13,14.1,2016,"Spring",NA,NA,NA,NA,47,1,2,NA,NA,NA,NA,NA,NA,32,82,"June"
"398",2016-06-15,13.6,2016,"Spring",NA,NA,NA,NA,23,4,3,NA,NA,NA,NA,NA,NA,39,69,"June"
"399",2016-06-17,13.2,2016,"Spring",NA,NA,NA,NA,26,NA,1,NA,NA,NA,NA,NA,NA,16,43,"June"
"400",2016-06-20,12.3,2016,"Spring",NA,NA,NA,NA,38,NA,3,1,NA,NA,NA,NA,NA,10,52,"June"
"401",2016-06-22,12.2,2016,"Summer",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,8,16,"June"
"402",2016-06-24,12.5,2016,"Summer",NA,NA,NA,NA,19,2,2,1,NA,NA,NA,NA,NA,1,25,"June"
"403",2016-06-27,13.1,2016,"Summer",NA,NA,NA,NA,18,2,2,NA,NA,NA,NA,NA,NA,12,34,"June"
"404",2016-06-29,13.2,2016,"Summer",NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,5,14,"June"
"405",2016-06-30,13.3,2016,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,10,"June"
"406",2016-07-05,13.9,2016,"Summer",NA,NA,NA,NA,82,2,6,1,NA,NA,NA,NA,NA,55,146,"July"
"407",2016-07-06,13.7,2016,"Summer",NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA,NA,2,12,"July"
"408",2016-07-08,13.8,2016,"Summer",NA,NA,NA,NA,31,5,1,1,NA,NA,NA,NA,NA,2,40,"July"
"409",2016-07-11,13.4,2016,"Summer",NA,NA,NA,NA,41,4,1,NA,3,NA,NA,NA,2,9,60,"July"
"410",2016-07-13,12.8,2016,"Summer",NA,NA,NA,NA,2,NA,NA,1,3,NA,NA,NA,NA,5,11,"July"
"411",2016-07-15,12.4,2016,"Summer",NA,NA,NA,NA,11,NA,NA,NA,5,NA,NA,NA,1,2,19,"July"
"412",2016-07-18,12.3,2016,"Summer",NA,NA,NA,NA,23,3,NA,NA,4,NA,NA,NA,NA,NA,30,"July"
"413",2016-07-20,12.5,2016,"Summer",NA,NA,NA,NA,17,2,NA,1,10,NA,NA,NA,NA,2,32,"July"
"414",2016-07-22,13,2016,"Summer",NA,NA,NA,NA,2,1,NA,NA,6,NA,NA,NA,NA,NA,9,"July"
