# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-18 16:24:10 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14076500 DESCHUTES RIVER NEAR CULVER, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14076500
#            TS   parameter     statistic     Description
#        113391       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        113392       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        113393       00010     00003     Temperature, water, degrees Celsius (Mean)
#        113394       00060     00003     Discharge, cubic feet per second (Mean)
#        218322       00011     00001     Temperature, water, degrees Fahrenheit (Maximum)
#        218323       00011     00002     Temperature, water, degrees Fahrenheit (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	113394_00060_00003	113394_00060_00003_cd	218322_00011_00001	218322_00011_00001_cd	218323_00011_00002	218323_00011_00002_cd
USGS	14076500	1955-07-18	514	A	58.0	A	55.0	A
USGS	14076500	1955-07-19	502	A	58.0	A	55.0	A
USGS	14076500	1955-07-20	490	A	58.0	A	55.0	A
USGS	14076500	1955-07-21	482	A	58.0	A	55.0	A
USGS	14076500	1955-07-22	474	A	59.0	A	56.0	A
USGS	14076500	1955-07-23	466	A	58.0	A	56.0	A
USGS	14076500	1955-07-24	466	A	57.0	A	55.0	A
USGS	14076500	1955-07-25	466	A	57.0	A	55.0	A
USGS	14076500	1955-07-26	490	A	56.0	A	55.0	A
USGS	14076500	1955-07-27	494	A	56.0	A	54.0	A
USGS	14076500	1955-07-28	494	A	56.0	A	54.0	A
USGS	14076500	1955-07-29	494	A	58.0	A	55.0	A
USGS	14076500	1955-07-30	498	A	58.0	A	55.0	A
USGS	14076500	1955-07-31	514	A	58.0	A	56.0	A
USGS	14076500	1955-08-01	506	A	59.0	A	57.0	A
USGS	14076500	1955-08-02	506	A	58.0	A	56.0	A
USGS	14076500	1955-08-03	498	A	57.0	A	55.0	A
USGS	14076500	1955-08-04	494	A	57.0	A	56.0	A
USGS	14076500	1955-08-05	478	A	57.0	A	54.0	A
USGS	14076500	1955-08-06	474	A	57.0	A	55.0	A
USGS	14076500	1955-08-07	470	A	57.0	A	55.0	A
USGS	14076500	1955-08-08	478	A	57.0	A	55.0	A
USGS	14076500	1955-08-09	486	A	57.0	A	55.0	A
USGS	14076500	1955-08-10	478	A	57.0	A	55.0	A
USGS	14076500	1955-08-11	482	A	58.0	A	55.0	A
USGS	14076500	1955-08-12	478	A	57.0	A	54.0	A
USGS	14076500	1955-08-13	466	A	56.0	A	54.0	A
USGS	14076500	1955-08-14	474	A	56.0	A	54.0	A
USGS	14076500	1955-08-15	490	A	57.0	A	54.0	A
USGS	14076500	1955-08-16	474	A	57.0	A	54.0	A
USGS	14076500	1955-08-17	470	A	57.0	A	54.0	A
USGS	14076500	1955-08-18	466	A	57.0	A	54.0	A
USGS	14076500	1955-08-19	458	A	57.0	A	53.0	A
USGS	14076500	1955-08-20	458	A	56.0	A	54.0	A
USGS	14076500	1955-08-21	454	A	56.0	A	53.0	A
USGS	14076500	1955-08-22	458	A	55.0	A	53.0	A
USGS	14076500	1955-08-23	462	A	56.0	A	54.0	A
USGS	14076500	1955-08-24	458	A	55.0	A	53.0	A
USGS	14076500	1955-08-25	458	A	55.0	A	53.0	A
USGS	14076500	1955-08-26	458	A	55.0	A	53.0	A
USGS	14076500	1955-08-27	458	A	55.0	A	53.0	A
USGS	14076500	1955-08-28	454	A	55.0	A	53.0	A
USGS	14076500	1955-08-29	454	A	55.0	A	53.0	A
USGS	14076500	1955-08-30	458	A	55.0	A	53.0	A
USGS	14076500	1955-08-31	462	A	55.0	A	53.0	A
USGS	14076500	1955-09-01	466	A	55.0	A	54.0	A
USGS	14076500	1955-09-02	474	A	56.0	A	54.0	A
USGS	14076500	1955-09-03	462	A	56.0	A	54.0	A
USGS	14076500	1955-09-04	458	A	56.0	A	54.0	A
USGS	14076500	1955-09-05	458	A	55.0	A	54.0	A
USGS	14076500	1955-09-06	458	A	55.0	A	54.0	A
USGS	14076500	1955-09-07	462	A	55.0	A	54.0	A
USGS	14076500	1955-09-08	466	A	55.0	A	54.0	A
USGS	14076500	1955-09-09	466	A	55.0	A	53.0	A
USGS	14076500	1955-09-10	466	A	55.0	A	53.0	A
USGS	14076500	1955-09-11	462	A	55.0	A	53.0	A
USGS	14076500	1955-09-12	458	A	54.0	A	53.0	A
USGS	14076500	1955-09-13	466	A	54.0	A	53.0	A
USGS	14076500	1955-09-14	502	A	53.0	A	53.0	A
USGS	14076500	1955-09-15	514	A	53.0	A	53.0	A
USGS	14076500	1955-09-16	566	A	53.0	A	53.0	A
USGS	14076500	1955-09-17	638	A	54.0	A	53.0	A
USGS	14076500	1955-09-18	662	A	53.0	A	52.0	A
USGS	14076500	1955-09-19	622	A	54.0	A	52.0	A
USGS	14076500	1955-09-20	582	A	54.0	A	53.0	A
USGS	14076500	1955-09-21	586	A	53.0	A	52.0	A
USGS	14076500	1955-09-22	626	A	52.0	A	52.0	A
USGS	14076500	1955-09-23	622	A	52.0	A	52.0	A
USGS	14076500	1955-09-24	566	A	52.0	A	51.0	A
USGS	14076500	1955-09-25	574	A	52.0	A	51.0	A
USGS	14076500	1955-09-26	558	A	52.0	A	51.0	A
USGS	14076500	1955-09-27	546	A	52.0	A	52.0	A
USGS	14076500	1955-09-28	574	A	52.0	A	51.0	A
USGS	14076500	1955-09-29	594	A	52.0	A	51.0	A
USGS	14076500	1955-09-30	538	A	52.0	A	51.0	A
USGS	14076500	1955-10-01	506	A	52.0	A	51.0	A
USGS	14076500	1955-10-02	506	A	52.0	A	51.0	A
USGS	14076500	1955-10-03	506	A	52.0	A	51.0	A
USGS	14076500	1955-10-04	506	A	51.0	A	51.0	A
USGS	14076500	1955-10-05	518	A	51.0	A	51.0	A
USGS	14076500	1955-10-06	542	A	51.0	A	50.0	A
USGS	14076500	1955-10-07	514	A	51.0	A	50.0	A
USGS	14076500	1955-10-08	526	A	50.0	A	50.0	A
USGS	14076500	1955-10-09	546	A	51.0	A	50.0	A
USGS	14076500	1955-10-10	921	A	51.0	A	50.0	A
USGS	14076500	1955-10-11	764	A	50.0	A	49.0	A
USGS	14076500	1955-10-12	634	A	50.0	A	49.0	A
USGS	14076500	1955-10-13	654	A	50.0	A	50.0	A
USGS	14076500	1955-10-14	594	A	50.0	A	50.0	A
USGS	14076500	1955-10-15	538	A	51.0	A	50.0	A
USGS	14076500	1955-10-16	534	A	51.0	A	51.0	A
USGS	14076500	1955-10-17	530	A	51.0	A	51.0	A
USGS	14076500	1955-10-18	526	A	51.0	A	51.0	A
USGS	14076500	1955-10-19	530	A	51.0	A	51.0	A
USGS	14076500	1955-10-20	530	A	51.0	A	50.0	A
USGS	14076500	1955-10-21	526	A	51.0	A	50.0	A
USGS	14076500	1955-10-22	510	A	51.0	A	50.0	A
USGS	14076500	1955-10-23	518	A	51.0	A	50.0	A
USGS	14076500	1955-10-24	510	A	51.0	A	50.0	A
USGS	14076500	1955-10-25	506	A	51.0	A	50.0	A
USGS	14076500	1955-10-26	494	A	51.0	A	50.0	A
USGS	14076500	1955-10-27	502	A	50.0	A	50.0	A
USGS	14076500	1955-10-28	490	A	51.0	A	50.0	A
USGS	14076500	1955-10-29	510	A	51.0	A	50.0	A
USGS	14076500	1955-10-30	546	A	50.0	A	50.0	A
USGS	14076500	1955-10-31	550	A	50.0	A	48.0	A
USGS	14076500	1955-11-01	1040	A	48.0	A	45.0	A
USGS	14076500	1955-11-02	1160	A	45.0	A	44.0	A
USGS	14076500	1955-11-03	1100	A	45.0	A	45.0	A
USGS	14076500	1955-11-04	1120	A	47.0	A	45.0	A
USGS	14076500	1955-11-05	1210	A	47.0	A	47.0	A
USGS	14076500	1955-11-06	1170	A	47.0	A	47.0	A
USGS	14076500	1955-11-07	1180	A	47.0	A	47.0	A
USGS	14076500	1955-11-08	1180	A	47.0	A	47.0	A
USGS	14076500	1955-11-09	1180	A	47.0	A	47.0	A
USGS	14076500	1955-11-10	1170	A	48.0	A	47.0	A
USGS	14076500	1955-11-11	1240	A	48.0	A	45.0	A
USGS	14076500	1955-11-12	1090	A	45.0	A	43.0	A
USGS	14076500	1955-11-13	1150	A	43.0	A	41.0	A
USGS	14076500	1955-11-14	1150	A	41.0	A	39.0	A
USGS	14076500	1955-11-15	1070	A	40.0	A	39.0	A
USGS	14076500	1955-11-16	1100	A	40.0	A	39.0	A
USGS	14076500	1955-11-17	1100	A	39.0	A	39.0	A
USGS	14076500	1955-11-18	1200	A	39.0	A	39.0	A
USGS	14076500	1955-11-19	1430	A	39.0	A	39.0	A
USGS	14076500	1955-11-20	1410	A	40.0	A	39.0	A
USGS	14076500	1955-11-21	1250	A	40.0	A	40.0	A
USGS	14076500	1955-11-22	1260	A	40.0	A	40.0	A
USGS	14076500	1955-11-23	1310	A	40.0	A	40.0	A
USGS	14076500	1955-11-24	1340	A	41.0	A	40.0	A
USGS	14076500	1955-11-25	1210	A	42.0	A	41.0	A
USGS	14076500	1955-11-26	1090	A	44.0	A	42.0	A
USGS	14076500	1955-11-27	1220	A	44.0	A	44.0	A
USGS	14076500	1955-11-28	1220	A	44.0	A	43.0	A
USGS	14076500	1955-11-29	1160	A	44.0	A	43.0	A
USGS	14076500	1955-11-30	1400	A	44.0	A	43.0	A
USGS	14076500	1955-12-01	1450	A	43.0	A	42.0	A
USGS	14076500	1955-12-02	1400	A	43.0	A	42.0	A
USGS	14076500	1955-12-03	1360	A	42.0	A	42.0	A
USGS	14076500	1955-12-04	1320	A	42.0	A	41.0	A
USGS	14076500	1955-12-05	1180	A	41.0	A	40.0	A
USGS	14076500	1955-12-06	1120	A	42.0	A	41.0	A
USGS	14076500	1955-12-07	1260	A	41.0	A	40.0	A
USGS	14076500	1955-12-08	1260	A	41.0	A	40.0	A
USGS	14076500	1955-12-09	1050	A	42.0	A	41.0	A
USGS	14076500	1955-12-10	978	A	42.0	A	41.0	A
USGS	14076500	1955-12-11	1110	A	43.0	A	42.0	A
USGS	14076500	1955-12-12	1360	A	43.0	A	43.0	A
USGS	14076500	1955-12-13	1560	A	43.0	A	41.0	A
USGS	14076500	1955-12-14	1460	A	41.0	A	40.0	A
USGS	14076500	1955-12-15	1470	A	40.0	A	40.0	A
USGS	14076500	1955-12-16	1470	A	40.0	A	39.0	A
USGS	14076500	1955-12-17	1510	A	40.0	A	39.0	A
USGS	14076500	1955-12-18	1500	A	40.0	A	39.0	A
USGS	14076500	1955-12-19	1450	A	39.0	A	38.0	A
USGS	14076500	1955-12-20	1340	A	40.0	A	39.0	A
USGS	14076500	1955-12-21	1740	A	40.0	A	40.0	A
USGS	14076500	1955-12-22	2740	A	40.0	A	40.0	A
USGS	14076500	1955-12-23	2610	A	40.0	A	39.0	A
USGS	14076500	1955-12-24	2260	A	40.0	A	39.0	A
USGS	14076500	1955-12-25	2100	A	40.0	A	39.0	A
USGS	14076500	1955-12-26	1880	A	40.0	A	40.0	A
USGS	14076500	1955-12-27	1990	A	40.0	A	39.0	A
USGS	14076500	1955-12-28	1970	A	39.0	A	39.0	A
USGS	14076500	1955-12-29	1860	A	39.0	A	38.0	A
USGS	14076500	1955-12-30	1890	A	38.0	A	38.0	A
USGS	14076500	1955-12-31	1730	A	38.0	A	38.0	A
USGS	14076500	1956-01-01	1710	A	39.0	A	38.0	A
USGS	14076500	1956-01-02	1670	A	39.0	A	38.0	A
USGS	14076500	1956-01-03	1600	A	40.0	A	39.0	A
USGS	14076500	1956-01-04	1610	A	40.0	A	40.0	A
USGS	14076500	1956-01-05	1580	A	40.0	A	40.0	A
USGS	14076500	1956-01-06	1510	A	40.0	A	40.0	A
USGS	14076500	1956-01-07	1470	A	40.0	A	40.0	A
USGS	14076500	1956-01-08	1480	A	41.0	A	40.0	A
USGS	14076500	1956-01-09	1470	A	41.0	A	40.0	A
USGS	14076500	1956-01-10	1470	A	41.0	A	41.0	A
USGS	14076500	1956-01-11	1400	A	41.0	A	41.0	A
USGS	14076500	1956-01-12	1380	A	41.0	A	41.0	A
USGS	14076500	1956-01-13	1240	A	41.0	A	41.0	A
USGS	14076500	1956-01-14	1120	A	41.0	A	41.0	A
USGS	14076500	1956-01-15	1870	A	41.0	A	40.0	A
USGS	14076500	1956-01-16	2240	A	41.0	A	40.0	A
USGS	14076500	1956-01-17	1940	A	41.0	A	41.0	A
USGS	14076500	1956-01-18	1890	A	41.0	A	41.0	A
USGS	14076500	1956-01-19	1870	A	41.0	A	41.0	A
USGS	14076500	1956-01-20	1970	A	41.0	A	41.0	A
USGS	14076500	1956-01-21	1960	A	41.0	A	41.0	A
USGS	14076500	1956-01-22	2020	A	41.0	A	41.0	A
USGS	14076500	1956-01-23	1990	A	41.0	A	41.0	A
USGS	14076500	1956-01-24	1830	A	41.0	A	39.0	A
USGS	14076500	1956-01-25	1750	A	40.0	A	39.0	A
USGS	14076500	1956-01-26	1690	A	40.0	A	39.0	A
USGS	14076500	1956-01-27	1680	A	40.0	A	39.0	A
USGS	14076500	1956-01-28	1590	A	41.0	A	40.0	A
USGS	14076500	1956-01-29	1560	A	40.0	A	40.0	A
USGS	14076500	1956-01-30	1500	A	40.0	A	40.0	A
USGS	14076500	1956-01-31	1450	A	40.0	A	40.0	A
USGS	14076500	1956-02-01	1380	A	40.0	A	39.0	A
USGS	14076500	1956-02-02	1360	A	39.0	A	39.0	A
USGS	14076500	1956-02-03	1440	A	40.0	A	39.0	A
USGS	14076500	1956-02-04	1420	A	40.0	A	40.0	A
USGS	14076500	1956-02-05	1360	A	41.0	A	40.0	A
USGS	14076500	1956-02-06	1180	A	41.0	A	41.0	A
USGS	14076500	1956-02-07	1150	A	42.0	A	41.0	A
USGS	14076500	1956-02-08	1130	A	42.0	A	41.0	A
USGS	14076500	1956-02-09	1280	A	42.0	A	41.0	A
USGS	14076500	1956-02-10	1330	A	42.0	A	42.0	A
USGS	14076500	1956-02-11	1310	A	43.0	A	42.0	A
USGS	14076500	1956-02-12	1080	A	44.0	A	43.0	A
USGS	14076500	1956-02-13	1060	A	44.0	A	44.0	A
USGS	14076500	1956-02-14	1080	A	44.0	A	43.0	A
USGS	14076500	1956-02-15	1180	A	44.0	A	42.0	A
USGS	14076500	1956-02-16	1320	A	42.0	A	40.0	A
USGS	14076500	1956-02-17	1330	A	41.0	A	40.0	A
USGS	14076500	1956-02-18	1330	A	42.0	A	41.0	A
USGS	14076500	1956-02-19	1320	A	42.0	A	42.0	A
USGS	14076500	1956-02-20	1340	A	42.0	A	42.0	A
USGS	14076500	1956-02-21	1540	A	42.0	A	42.0	A
USGS	14076500	1956-02-22	1420	A	42.0	A	42.0	A
USGS	14076500	1956-02-23	1380	A	42.0	A	42.0	A
USGS	14076500	1956-02-24	1340	A	42.0	A	42.0	A
USGS	14076500	1956-02-25	1320	A	42.0	A	42.0	A
USGS	14076500	1956-02-26	1320	A	42.0	A	42.0	A
USGS	14076500	1956-02-27	1320	A	42.0	A	42.0	A
USGS	14076500	1956-02-28	1310	A	43.0	A	42.0	A
USGS	14076500	1956-02-29	1280	A	43.0	A	43.0	A
USGS	14076500	1956-03-01	1280	A	44.0	A	43.0	A
USGS	14076500	1956-03-02	1310	A	44.0	A	44.0	A
USGS	14076500	1956-03-03	1320	A	44.0	A	44.0	A
USGS	14076500	1956-03-04	1330	A	44.0	A	44.0	A
USGS	14076500	1956-03-05	1300	A	44.0	A	43.0	A
USGS	14076500	1956-03-06	1300	A	43.0	A	42.0	A
USGS	14076500	1956-03-07	1300	A	44.0	A	43.0	A
USGS	14076500	1956-03-08	1200	A	45.0	A	44.0	A
USGS	14076500	1956-03-09	1080	A	45.0	A	44.0	A
USGS	14076500	1956-03-10	1080	A	44.0	A	44.0	A
USGS	14076500	1956-03-11	1070	A	44.0	A	43.0	A
USGS	14076500	1956-03-12	1260	A	44.0	A	43.0	A
USGS	14076500	1956-03-13	1270	A	45.0	A	44.0	A
USGS	14076500	1956-03-14	1210	A	45.0	A	45.0	A
USGS	14076500	1956-03-15	984	A	46.0	A	45.0	A
USGS	14076500	1956-03-16	1020	A	48.0	A	46.0	A
USGS	14076500	1956-03-17	1010	A	48.0	A	48.0	A
USGS	14076500	1956-03-18	1060	A	49.0	A	48.0	A
USGS	14076500	1956-03-19	1330	A	49.0	A	48.0	A
USGS	14076500	1956-03-20	1400	A	49.0	A	47.0	A
USGS	14076500	1956-03-21	1420	A	49.0	A	48.0	A
USGS	14076500	1956-03-22	1420	A	49.0	A	49.0	A
USGS	14076500	1956-03-23	1460	A	50.0	A	48.0	A
USGS	14076500	1956-03-24	1510	A	50.0	A	49.0	A
USGS	14076500	1956-03-25	1550	A	50.0	A	49.0	A
USGS	14076500	1956-03-26	1560	A	50.0	A	48.0	A
USGS	14076500	1956-03-27	1570	A	49.0	A	47.0	A
USGS	14076500	1956-03-28	1550	A	50.0	A	48.0	A
USGS	14076500	1956-03-29	1520	A	50.0	A	49.0	A
USGS	14076500	1956-03-30	1550	A	50.0	A	50.0	A
USGS	14076500	1956-03-31	1570	A	50.0	A	49.0	A
USGS	14076500	1956-04-01	1710	A	49.0	A	47.0	A
USGS	14076500	1956-04-02	1840	A	48.0	A	47.0	A
USGS	14076500	1956-04-03	1880	A	49.0	A	47.0	A
USGS	14076500	1956-04-04	1860	A	49.0	A	48.0	A
USGS	14076500	1956-04-05	1810	A	49.0	A	47.0	A
USGS	14076500	1956-04-06	1750	A	49.0	A	47.0	A
USGS	14076500	1956-04-07	1740	A	50.0	A	49.0	A
USGS	14076500	1956-04-08	1380	A	51.0	A	49.0	A
USGS	14076500	1956-04-09	1160	A	52.0	A	50.0	A
USGS	14076500	1956-04-10	1210	A	53.0	A	51.0	A
USGS	14076500	1956-04-11	995	A	53.0	A	52.0	A
USGS	14076500	1956-04-12	1060	A	52.0	A	51.0	A
USGS	14076500	1956-04-13	1220	A	53.0	A	51.0	A
USGS	14076500	1956-04-14	1300	A	53.0	A	51.0	A
USGS	14076500	1956-04-15	1260	A	53.0	A	52.0	A
USGS	14076500	1956-04-16	1190	A	53.0	A	52.0	A
USGS	14076500	1956-04-17	1060	A	53.0	A	51.0	A
USGS	14076500	1956-04-18	872	A	54.0	A	52.0	A
USGS	14076500	1956-04-19	782	A	56.0	A	54.0	A
USGS	14076500	1956-04-20	832	A	57.0	A	55.0	A
USGS	14076500	1956-04-21	755	A	57.0	A	55.0	A
USGS	14076500	1956-04-22	755	A	57.0	A	55.0	A
USGS	14076500	1956-04-23	858	A	57.0	A	55.0	A
USGS	14076500	1956-04-24	796	A	56.0	A	53.0	A
USGS	14076500	1956-04-25	732	A	55.0	A	54.0	A
USGS	14076500	1956-04-26	714	A	55.0	A	53.0	A
USGS	14076500	1956-04-27	710	A	55.0	A	53.0	A
USGS	14076500	1956-04-28	782	A	55.0	A	53.0	A
USGS	14076500	1956-04-29	791	A	55.0	A	53.0	A
USGS	14076500	1956-04-30	768	A	55.0	A	53.0	A
USGS	14076500	1956-05-01	737	A	56.0	A	54.0	A
USGS	14076500	1956-05-02	696	A	56.0	A	55.0	A
USGS	14076500	1956-05-03	665	A	55.0	A	54.0	A
USGS	14076500	1956-05-04	665	A	54.0	A	54.0	A
USGS	14076500	1956-05-05	724	A	55.0	A	54.0	A
USGS	14076500	1956-05-06	832	A	56.0	A	54.0	A
USGS	14076500	1956-05-07	1000	A	56.0	A	54.0	A
USGS	14076500	1956-05-08	1570	A	54.0	A	53.0	A
USGS	14076500	1956-05-09	2120	A	54.0	A	52.0	A
USGS	14076500	1956-05-10	2260	A	53.0	A	52.0	A
USGS	14076500	1956-05-11	2220	A	54.0	A	52.0	A
USGS	14076500	1956-05-12	2090	A	54.0	A	52.0	A
USGS	14076500	1956-05-13	1810	A	54.0	A	52.0	A
USGS	14076500	1956-05-14	1560	A	56.0	A	54.0	A
USGS	14076500	1956-05-15	1460	A	59.0	A	56.0	A
USGS	14076500	1956-05-16	1340	A	61.0	A	57.0	A
USGS	14076500	1956-05-17	1280	A	62.0	A	59.0	A
USGS	14076500	1956-05-18	1260	A	62.0	A	60.0	A
USGS	14076500	1956-05-19	1160	A	61.0	A	59.0	A
USGS	14076500	1956-05-20	1170	A	61.0	A	59.0	A
USGS	14076500	1956-05-21	1140	A	61.0	A	57.0	A
USGS	14076500	1956-05-22	1180	A	61.0	A	58.0	A
USGS	14076500	1956-05-23	1100	A	61.0	A	59.0	A
USGS	14076500	1956-05-24	984	A	59.0	A	56.0	A
USGS	14076500	1956-05-25	940	A	58.0	A	55.0	A
USGS	14076500	1956-05-26	1010	A	58.0	A	56.0	A
USGS	14076500	1956-05-27	951	A	56.0	A	54.0	A
USGS	14076500	1956-05-28	940	A	58.0	A	55.0	A
USGS	14076500	1956-05-29	935	A	61.0	A	57.0	A
USGS	14076500	1956-05-30	990	A	61.0	A	59.0	A
USGS	14076500	1956-05-31	1270	A	61.0	A	57.0	A
USGS	14076500	1956-06-01	1540	A	59.0	A	56.0	A
USGS	14076500	1956-06-02	1660	A	59.0	A	56.0	A
USGS	14076500	1956-06-03	1460	A	59.0	A	57.0	A
USGS	14076500	1956-06-04	1370	A	57.0	A	55.0	A
USGS	14076500	1956-06-05	1300	A	56.0	A	55.0	A
USGS	14076500	1956-06-06	1220	A	56.0	A	55.0	A
USGS	14076500	1956-06-07	1160	A	59.0	A	56.0	A
USGS	14076500	1956-06-08	1200	A	61.0	A	57.0	A
USGS	14076500	1956-06-09	1250	A	62.0	A	60.0	A
USGS	14076500	1956-06-10	1270	A	62.0	A	60.0	A
USGS	14076500	1956-06-11	1200	A	60.0	A	57.0	A
USGS	14076500	1956-06-12	1120	A	61.0	A	58.0	A
USGS	14076500	1956-06-13	1060	A	61.0	A	59.0	A
USGS	14076500	1956-06-14	930	A	60.0	A	59.0	A
USGS	14076500	1956-06-15	863	A	59.0	A	57.0	A
USGS	14076500	1956-06-16	876	A	60.0	A	57.0	A
USGS	14076500	1956-06-17	890	A	60.0	A	57.0	A
USGS	14076500	1956-06-18	876	A	60.0	A	58.0	A
USGS	14076500	1956-06-19	895	A	60.0	A	58.0	A
USGS	14076500	1956-06-20	962	A	60.0	A	58.0	A
USGS	14076500	1956-06-21	925	A	60.0	A	57.0	A
USGS	14076500	1956-06-22	886	A	61.0	A	58.0	A
USGS	14076500	1956-06-23	890	A	61.0	A	59.0	A
USGS	14076500	1956-06-24	840	A	61.0	A	58.0	A
USGS	14076500	1956-06-25	768	A	60.0	A	58.0	A
USGS	14076500	1956-06-26	683	A	61.0	A	59.0	A
USGS	14076500	1956-06-27	612	A	62.0	A	59.0	A
USGS	14076500	1956-06-28	638	A	62.0	A	60.0	A
USGS	14076500	1956-06-29	647	A	62.0	A	59.0	A
USGS	14076500	1956-06-30	620	A	60.0	A	58.0	A
USGS	14076500	1956-07-01	571	A	60.0	A	58.0	A
USGS	14076500	1956-07-02	547	A	59.0	A	58.0	A
USGS	14076500	1956-07-03	567	A	59.0	A	57.0	A
USGS	14076500	1956-07-04	800	A	62.0	A	59.0	A
USGS	14076500	1956-07-05	647	A	61.0	A	60.0	A
USGS	14076500	1956-07-06	638	A	61.0	A	59.0	A
USGS	14076500	1956-07-07	642	A	62.0	A	59.0	A
USGS	14076500	1956-07-08	598	A	62.0	A	60.0	A
USGS	14076500	1956-07-09	588	A	63.0	A	60.0	A
USGS	14076500	1956-07-10	567	A	62.0	A	60.0	A
USGS	14076500	1956-07-11	551	A	62.0	A	61.0	A
USGS	14076500	1956-07-12	539	A	63.0	A	60.0	A
USGS	14076500	1956-07-13	598	A	64.0	A	62.0	A
USGS	14076500	1956-07-14	634	A	63.0	A	61.0	A
USGS	14076500	1956-07-15	606	A	62.0	A	60.0	A
USGS	14076500	1956-07-16	598	A	63.0	A	60.0	A
USGS	14076500	1956-07-17	588	A	64.0	A	61.0	A
USGS	14076500	1956-07-18	539	A	63.0	A	60.0	A
USGS	14076500	1956-07-19	515	A	63.0	A	60.0	A
USGS	14076500	1956-07-20	475	A	63.0	A	60.0	A
USGS	14076500	1956-07-21	475	A	62.0	A	59.0	A
USGS	14076500	1956-07-22	495	A	62.0	A	59.0	A
USGS	14076500	1956-07-23	483	A	63.0	A	60.0	A
USGS	14076500	1956-07-24	487	A	63.0	A	60.0	A
USGS	14076500	1956-07-25	495	A	63.0	A	60.0	A
USGS	14076500	1956-07-26	495	A	62.0	A	59.0	A
USGS	14076500	1956-07-27	495	A	62.0	A	59.0	A
USGS	14076500	1956-07-28	491	A	61.0	A	58.0	A
USGS	14076500	1956-07-29	483	A	61.0	A	58.0	A
USGS	14076500	1956-07-30	467	A	60.0	A	58.0	A
USGS	14076500	1956-07-31	483	A	60.0	A	58.0	A
USGS	14076500	1956-08-01	507	A	60.0	A	58.0	A
USGS	14076500	1956-08-02	535	A	59.0	A	58.0	A
USGS	14076500	1956-08-03	580	A	59.0	A	57.0	A
USGS	14076500	1956-08-04	656	A	59.0	A	57.0	A
USGS	14076500	1956-08-05	665	A	59.0	A	58.0	A
USGS	14076500	1956-08-06	660	A	60.0	A	58.0	A
USGS	14076500	1956-08-07	665	A	61.0	A	58.0	A
USGS	14076500	1956-08-08	642	A	61.0	A	59.0	A
USGS	14076500	1956-08-09	620	A	61.0	A	59.0	A
USGS	14076500	1956-08-10	616	A	61.0	A	59.0	A
USGS	14076500	1956-08-11	620	A	61.0	A	59.0	A
USGS	14076500	1956-08-12	638	A	61.0	A	59.0	A
USGS	14076500	1956-08-13	624	A	62.0	A	60.0	A
USGS	14076500	1956-08-14	593	A	62.0	A	60.0	A
USGS	14076500	1956-08-15	567	A	62.0	A	60.0	A
USGS	14076500	1956-08-16	555	A	61.0	A	59.0	A
USGS	14076500	1956-08-17	535	A	60.0	A	58.0	A
USGS	14076500	1956-08-18	523	A	60.0	A	58.0	A
USGS	14076500	1956-08-19	519	A	61.0	A	58.0	A
USGS	14076500	1956-08-20	511	A	60.0	A	58.0	A
USGS	14076500	1956-08-21	507	A	60.0	A	58.0	A
USGS	14076500	1956-08-22	479	A	60.0	A	58.0	A
USGS	14076500	1956-08-23	479	A	59.0	A	58.0	A
USGS	14076500	1956-08-24	503	A	59.0	A	57.0	A
USGS	14076500	1956-08-25	527	A	58.0	A	57.0	A
USGS	14076500	1956-08-26	559	A	57.0	A	57.0	A
USGS	14076500	1956-08-27	575	A	58.0	A	56.0	A
USGS	14076500	1956-08-28	624	A	58.0	A	56.0	A
USGS	14076500	1956-08-29	683	A	58.0	A	58.0	A
USGS	14076500	1956-08-30	683	A	58.0	A	56.0	A
USGS	14076500	1956-08-31	665	A	59.0	A	57.0	A
USGS	14076500	1956-09-01	683	A	60.0	A	58.0	A
USGS	14076500	1956-09-02	683	A	59.0	A	58.0	A
USGS	14076500	1956-09-03	665	A	58.0	A	57.0	A
USGS	14076500	1956-09-04	678	A	58.0	A	56.0	A
USGS	14076500	1956-09-05	688	A	58.0	A	56.0	A
USGS	14076500	1956-09-06	696	A	58.0	A	56.0	A
USGS	14076500	1956-09-07	719	A	59.0	A	57.0	A
USGS	14076500	1956-09-08	692	A	59.0	A	57.0	A
USGS	14076500	1956-09-09	683	A	58.0	A	57.0	A
USGS	14076500	1956-09-10	688	A	58.0	A	57.0	A
USGS	14076500	1956-09-11	688	A	58.0	A	57.0	A
