Organization ID,Activity ID,Monitoring Location ID,Monitoring Location Name,Monitoring Location State,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Location Type,Activity Type,Activity Start Date,Activity Start Time,Project ID1,Project ID2,Project ID3,Activity Conducting Organization1,Relative Depth,Depth/Height,Depth/Height Unit,Top Depth/Height,Top Depth/Height Unit,Bottom Depth/Height,Bottom Depth/Height Measure Unit,Activity Media,Activity Comment,Sample Collection Method ID,Sample Collection Method Context,Sample Collection Method Name,Data Logger Line,Result Status,CAS #,Characteristic Name,Method Speciation,Sample Fraction,Result Value Type,Result Value,Result Unit,Laboratory Comment Code,Result Qualifier,Detection Condition,Detection Limit Type1,Detection Limit Value1,Detection Limit Unit1,Detection Limit Type2,Detection Limit Value2,Detection Limit Unit2,Result Comment,Precision,Bias,Confidence Interval,Upper Confidence Limit,Lower Confidence Limit,Substance Dilution Factor1,Analytical Method ID,Analytical Method Context,Analytical Method Name,Laboratory Name,Analysis Start Date
OREGONDEQ,19450001-39573-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,08-22-1979,12:35:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,9.6,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39573-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,08-22-1979,12:35:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,23,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39573-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,08-22-1979,12:35:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.01,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39573-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,08-22-1979,12:35:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,204,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39573-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,08-22-1979,12:35:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,2.3,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,08-22-1979,2:05:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,7.8,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,08-22-1979,2:05:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,9.9,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-22-1979,2:05:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,123,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-22-1979,2:05:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,0.9,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,08-22-1979,2:05:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,20.5,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,08-22-1979,2:05:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,110,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-22-1979,2:05:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.14,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-22-1979,2:05:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.002,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39569,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-22-1979,2:05:00 PM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,430,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-19-1979,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.003,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-19-1979,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.04,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,09-19-1979,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,114,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-19-1979,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-19-1979,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,107,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,09-19-1979,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,17.5,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,09-19-1979,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.4,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,09-19-1979,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,10.9,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39645,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-19-1979,1:30:00 PM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,91,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,11-16-1979,10:05:00 AM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,<30,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,11-16-1979,10:05:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11.7,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,11-16-1979,10:05:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,7.6,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,11-16-1979,10:05:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.22,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,11-16-1979,10:05:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,11-16-1979,10:05:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,8,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,11-16-1979,10:05:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,98,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,11-16-1979,10:05:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.0003,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-39860-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,11-16-1979,10:05:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,94,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,01-17-1980,12:20:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,386,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,01-17-1980,12:20:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,6.9,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,01-17-1980,12:20:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.0001,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,01-17-1980,12:20:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.39,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,01-17-1980,12:20:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.1,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,01-17-1980,12:20:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,57,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,01-17-1980,12:20:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,7,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,01-17-1980,12:20:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,7.4,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40459,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,01-17-1980,12:20:00 PM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,36,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-14-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-14-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,3.5,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-14-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.0002,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-14-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.32,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-14-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12.8,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-14-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,96,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-14-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.1,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-14-1980,12:00:00 PM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,<30,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-40584-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-14-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,99,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41122-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-20-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,7.7,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41122-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-20-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12.1,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41122-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-20-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,92,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41122-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-20-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,0.7,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41122-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-20-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.02,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41122-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-20-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,9,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41122,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-20-1980,12:00:00 PM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,23,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41122-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-20-1980,12:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.0002,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41567-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,06-12-1980,11:45:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.02,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-41567-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,06-12-1980,11:45:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,0.9,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
